Filename,Shape
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P042@T1map.h5,[  9   3  10 512 145]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P018@lge_lax_2ch.h5,[  2   1  10 510 175]
LGE@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P029@lge_sax.h5,[  2  10  10 514 149]
LGE@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P005@lge_sax.h5,[  2   7  10 510 187]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P049@cine_sax.h5,[ 12  13  10 450 198]
LGE@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P037@lge_sax.h5,[  2   8  10 512 200]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P023@T2map.h5,[  3   3  10 380 149]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P011@cine_lax_4ch.h5,[ 12   1  10 448 189]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P040@T2map.h5,[  3   3  10 374 157]
T1w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P015@T1w.h5,[ 10  10 512 246]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P004@cine_ot.h5,[ 12   1  10 384 171]
LGE@TrainingSet@FullSample@Center002@UIH_30T_umr880@P010@lge_sax.h5,[  2   7  10 508 175]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P043@T2map.h5,[  3   3  10 386 157]
Perfusion@TrainingSet@FullSample@Center005@UIH_15T_umr670@P010@perfusion.h5,[ 50   4  10 222  87]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P030@cine_lax_3ch.h5,[ 12   1  10 454 198]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P053@T1mappost.h5,[  9   3  10 510 161]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P012@cine_lax_2ch.h5,[ 12   1  10 384 144]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P012@cine_lax_2ch.h5,[ 12   1  10 460 198]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P013@lge_lax_4ch.h5,[  2   1  10 380 170]
Cine@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P013@cine_lvot.h5,[ 12   1  10 452 166]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P014@cine_lax.h5,[ 12   3  10 412 166]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P005@cine_sax.h5,[ 12  15  10 418 162]
LGE@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P015@lge_sax.h5,[  2  10  10 510 150]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P016@lge_lax_4ch.h5,[  2   1  10 378 170]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P002@cine_lax_4ch.h5,[ 12   1  10 448 189]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P007@cine_lax_4ch.h5,[ 12   1  10 386 171]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P041@T2w.h5,[ 13  10 512 248]
Mapping@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P014@T1map.h5,[  8   3  10 386  86]
Mapping@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P010@T2map.h5,[  3   7  10 384 104]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P024@T2map.h5,[  3   1  10 380 106]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P003@lge_lax_2ch.h5,[  2   1  10 384 170]
Flow2d@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P005@flow2d.h5,[  2  15  10 382 119]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P060@cine_lax_3ch.h5,[ 12   1  10 452 198]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P010@lge_lax_4ch.h5,[  2   1  10 512 175]
Cine@TrainingSet@FullSample@Center002@UIH_30T_umr880@P003@cine_lax_3ch.h5,[ 12   1  10 444 212]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P036@cine_lax_3ch.h5,[ 12   1  10 450 198]
BlackBlood@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P027@blackblood.h5,[  5  10 518 166]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P021@T1map.h5,[  8   3  10 386 149]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P044@T2map.h5,[  3   3  10 380 157]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P006@T1rho.h5,[  4   3  10 384 137]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P029@lge_lax_4ch.h5,[  2   1  10 514 175]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P009@lge_lax_2ch.h5,[  2   1  10 514 175]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P026@lge_lax_4ch.h5,[  2   1  10 384 170]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P040@cine_sax.h5,[ 12  17  10 416 162]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P050@cine_lax_4ch.h5,[ 12   1  10 450 198]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P017@lge_sax.h5,[  2  10  10 512 200]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P061@T2map.h5,[  3   3  10 386 157]
Cine@TrainingSet@FullSample@Center002@UIH_30T_umr880@P001@cine_sax.h5,[ 12   7  10 448 212]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P001@T2map.h5,[  3   1  10 380  80]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P018@T1map.h5,[  8   3  10 380 149]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P021@T2map.h5,[  3   3  10 384 157]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P044@cine_lax_4ch.h5,[ 12   1  10 444 198]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P032@cine_lax.h5,[ 12   3  10 418 130]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P004@cine_lax_4ch.h5,[ 12   1  10 444 198]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P046@cine_sax.h5,[ 12  11  10 452 198]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P011@T2w.h5,[  9  10 512 248]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P044@T2w.h5,[ 11  10 512 248]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P004@cine_lax_3ch.h5,[ 12   1  10 440 198]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P018@T1mappost.h5,[  9   3  10 384 149]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P035@cine_lax_3ch.h5,[ 12   1  10 450 198]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P023@cine_lax_4ch.h5,[ 12   1  10 384 171]
Perfusion@TrainingSet@FullSample@Center001@UIH_30T_umr780@P057@perfusion.h5,[ 50   4  10 380 131]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P002@lge_lax_2ch.h5,[  2   1  10 386 170]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P021@T1mappost.h5,[  9   3  10 382 149]
Perfusion@TrainingSet@FullSample@Center005@UIH_15T_umr670@P026@perfusion.h5,[ 50   4  10 226  87]
LGE@TrainingSet@FullSample@Center002@UIH_30T_umr880@P006@lge_lax_3ch.h5,[  2   1  10 516 175]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P015@lge_sax.h5,[  2  10  10 512 200]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P058@cine_sax.h5,[ 12   9  10 450 198]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P023@cine_ot.h5,[ 12   1  10 384 171]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P014@T1rho.h5,[  3   1  10 382 137]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P013@cine_lax.h5,[ 12   3  10 414 166]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P001@T2map.h5,[  3   3  10 386 157]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P034@cine_lax_4ch.h5,[ 12   1  10 444 198]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P003@T1rho.h5,[  4   3  10 380 137]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P006@lge_lax_4ch.h5,[  2   1  10 512 175]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P020@cine_sax.h5,[ 12  10  10 436 278]
Mapping@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P012@T2map.h5,[  3   4  10 382 106]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P034@cine_sax.h5,[ 12  14  10 414 162]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P004@cine_lax_2ch.h5,[ 12   1  10 450 224]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P007@cine_lax_2ch.h5,[ 12   1  10 444 198]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Vida@P005@cine_lax_2ch.h5,[ 12   1  10 384 132]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P015@cine_lax.h5,[ 12   3  10 412 166]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P034@lge_lax_4ch.h5,[  2   5  10 512 175]
Flow2d@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P025@flow2d.h5,[  2  29  10 384 119]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P040@cine_lax_4ch.h5,[ 12   1  10 450 198]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P007@cine_rvot.h5,[ 12   1  10 448 224]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P002@T2map.h5,[  3   3  10 386 149]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P006@cine_lax_3ch.h5,[ 12   1  10 446 224]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P057@T1map.h5,[  8   3  10 510 161]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P055@T1mappost.h5,[  9   3  10 508 161]
T1w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P017@T1w.h5,[ 10  10 512 246]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P040@cine_lax_3ch.h5,[ 12   1  10 448 198]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P002@cine_rvot.h5,[ 12   1  10 454 224]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P008@cine_ot.h5,[ 12   1  10 438 322]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P012@cine_sax.h5,[ 12  13  10 416 118]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P012@cine_ot.h5,[ 12   1  10 438 298]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P008@cine_lax_2ch.h5,[ 12   1  10 450 198]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P026@T1map.h5,[  8   3  10 382 149]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P002@cine_lax_2ch.h5,[ 12   1  10 448 189]
Mapping@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P015@T2map.h5,[  3   5  10 386  74]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P024@cine_lax_4ch.h5,[ 12   1  10 448 198]
Mapping@TrainingSet@FullSample@Center002@UIH_30T_umr880@P007@T1mappost.h5,[  3   1  10 510 161]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P013@cine_sax.h5,[ 12  11  10 448 198]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P042@lge_lax_2ch.h5,[  2   1  10 514 175]
T2w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P015@T2w.h5,[ 10  10 512 228]
T2w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P019@T2w.h5,[ 10  10 512 228]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P026@cine_lax_3ch.h5,[ 12   1  10 448 176]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P007@lge_lax_4ch.h5,[  2   1  10 380 170]
LGE@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P019@lge_sax.h5,[  2   9  10 514 150]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P018@lge_sax.h5,[  2  10  10 382 170]
LGE@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P011@lge_sax.h5,[  2   6  10 512 200]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P001@cine_lax_3ch.h5,[ 12   1  10 446 198]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P017@cine_lax_2ch.h5,[ 12   1  10 448 176]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P018@T2map.h5,[  3   3  10 386 157]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P001@lge_lax_4ch.h5,[  2   3  10 514 175]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P025@cine_ot.h5,[ 12   1  10 442 298]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P026@cine_ot.h5,[ 12   1  10 386 171]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P027@T1map.h5,[  8   3  10 382 149]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P020@cine_lax_3ch.h5,[ 12   1  10 436 198]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P016@cine_lax_4ch.h5,[ 12   1  10 380 171]
Mapping@TrainingSet@FullSample@Center006@UIH_30T_umr790@P010@T1map.h5,[  3   1  10 390 149]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P027@T2map.h5,[  3   3  10 386 157]
Cine@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P010@cine_lax.h5,[ 12   3  10 450 162]
Mapping@TrainingSet@FullSample@Center002@UIH_30T_umr880@P001@T2map.h5,[  3   5  10 380 177]
LGE@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P005@lge_lax.h5,[  2   3  10 512 134]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P023@T1mappost.h5,[  9   3  10 386 149]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P004@lge_lax_2ch.h5,[  2   1  10 380 170]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P023@lge_lax_2ch.h5,[  2   1  10 510 175]
Perfusion@TrainingSet@FullSample@Center001@UIH_30T_umr780@P053@perfusion.h5,[ 50   4  10 382 131]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P012@T2map.h5,[  3   1  10 384  55]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P020@T2map.h5,[  3   3  10 378 157]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P020@cine_lax_2ch.h5,[ 12   1  10 448 180]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P007@cine_sax.h5,[ 12   1  10 384 144]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P007@cine_sax.h5,[ 12  12  10 440 198]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P012@cine_lax_2ch.h5,[ 12   1  10 384 144]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Avanto@P001@cine_sax.h5,[ 12   1  10 384 144]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P010@T2map.h5,[  3   3  10 382 157]
Mapping@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P001@T1map.h5,[  8   3  10 390 131]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P005@cine_sax.h5,[ 12  11  10 442 198]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P015@lge_lax_2ch.h5,[  2   1  10 382 170]
BlackBlood@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P006@blackblood.h5,[  8  10 512 150]
T2w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P021@T2w.h5,[ 10  10 516 185]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P027@cine_lax_4ch.h5,[ 12   1  10 384 171]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P007@T1mappost.h5,[  9   3  10 382 149]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P022@T2map.h5,[  3   1  10 384  67]
Mapping@TrainingSet@FullSample@Center003@UIH_30T_umr880@P020@T2map.h5,[  3   3  10 372 177]
Flow2d@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P029@flow2d.h5,[  2  19  10 386 119]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P020@T2smap.h5,[  8   3  10 426 141]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P035@T1map.h5,[  8   3  10 514 161]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P011@lge_lax_2ch.h5,[  2   1  10 510 175]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P031@cine_lax_3ch.h5,[ 12   1  10 444 198]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P007@cine_ot.h5,[ 12   1  10 384 171]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P027@cine_lax.h5,[ 12   3  10 412 166]
T2w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P004@T2w.h5,[ 10  10 512 228]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P003@cine_lax_3ch.h5,[ 12   1  10 438 198]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P017@cine_sax.h5,[ 12   6  10 448 176]
Cine@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P011@cine_lvot.h5,[ 12   1  10 444 166]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P020@T2map.h5,[  3   1  10 380  94]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P006@T1mappost.h5,[  9   3  10 380 149]
Mapping@TrainingSet@FullSample@Center003@UIH_30T_umr880@P009@T2map.h5,[  3   3  10 382 247]
Cine@TrainingSet@FullSample@Center002@UIH_30T_umr880@P006@cine_lax_3ch.h5,[ 12   1  10 444 212]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P050@cine_sax.h5,[ 12  11  10 448 198]
Flow2d@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P027@flow2d.h5,[  2  22  10 384 119]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P018@lge_lax_4ch.h5,[  2   1  10 380 170]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P055@lge_lax_2ch.h5,[  2   1  10 510 175]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P019@cine_ot.h5,[ 12   1  10 382 171]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P031@lge_lax_4ch.h5,[  2   1  10 514 175]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P022@cine_lax_2ch.h5,[ 12   1  10 454 198]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P058@T1map.h5,[  8   3  10 516 161]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P002@T1mappost.h5,[  9   3  10 384 149]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P018@lge_sax.h5,[  2  10  10 512 200]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P058@T2w.h5,[  9  10 512 248]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P017@cine_lax_2ch.h5,[ 12   1  10 382 205]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P014@cine_ot.h5,[ 12   1  10 382 171]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P019@cine_lax_3ch.h5,[ 12   1  10 448 198]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P027@T2map.h5,[  3   3  10 384 149]
T1w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P010@T1w.h5,[ 11  10 512 246]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P061@cine_sax.h5,[ 12  13  10 450 198]
T2w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P024@T2w.h5,[ 10  10 514 185]
LGE@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P024@lge_sax.h5,[  2   8  10 512 199]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P034@T2map.h5,[  3   1  10 384 106]
Cine@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P020@cine_lax.h5,[ 12   3  10 446 160]
Cine@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P015@cine_lax.h5,[ 12   3  10 450 190]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P019@cine_lax_4ch.h5,[ 12   1  10 450 198]
LGE@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P001@lge_lax.h5,[  2   2  10 514 150]
Flow2d@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P039@flow2d.h5,[  2  17  10 388 119]
T2w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P005@T2w.h5,[ 10  10 512 228]
Cine@TrainingSet@FullSample@Center002@UIH_30T_umr880@P002@cine_sax.h5,[ 12   7  10 446 212]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P006@cine_lax_2ch.h5,[ 12   1  10 384 205]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P004@T2map.h5,[  3   3  10 384 149]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P028@cine_sax.h5,[ 12  14  10 412 162]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P017@lge_lax_4ch.h5,[  2   1  10 512 175]
T2w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P008@T2w.h5,[  9  10 512 228]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P027@lge_sax.h5,[  2  12  10 378 170]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P013@lge_sax.h5,[  2   9  10 384 170]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P035@T1map.h5,[  9   3  10 512 103]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P058@T1mappost.h5,[  9   3  10 516 161]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P028@cine_rvot.h5,[ 12   1  10 414 166]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P032@T2w.h5,[ 13  10 512 248]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P015@lge_sax.h5,[  2  10  10 382 170]
T1w@TrainingSet@FullSample@Center003@UIH_30T_umr880@P012@T1w.h5,[ 10  10 512 248]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P034@T1rho.h5,[  4   3  10 384 137]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P006@lge_lax_2ch.h5,[  2   3  10 510 209]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P017@T1map.h5,[  8   3  10 386 149]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P007@cine_lax_3ch.h5,[ 12   1  10 436 224]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P027@cine_lax_3ch.h5,[ 12   1  10 442 198]
LGE@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P028@lge_sax.h5,[  2  11  10 512 200]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P027@T1map.h5,[  8   5  10 514 145]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P038@cine_sax.h5,[ 12   9  10 410 118]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P003@cine_rvot.h5,[ 12   1  10 446 224]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P017@cine_lax_4ch.h5,[ 12   1  10 384 144]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P008@cine_lax_3ch.h5,[ 12   1  10 450 198]
Mapping@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P002@T1map.h5,[  8   9  10 382 128]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P024@lge_sax.h5,[  2   9  10 382 170]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P002@cine_lax_4ch.h5,[ 12   1  10 320 126]
Perfusion@TrainingSet@FullSample@Center001@UIH_30T_umr780@P009@perfusion.h5,[ 50   4  10 382 131]
Mapping@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P010@T1map.h5,[  8   7  10 386 128]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P024@lge_lax_4ch.h5,[  2   1  10 508 175]
LGE@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P014@lge_lax.h5,[  2   2  10 384 117]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P019@cine_lax_2ch.h5,[ 12   1  10 388 205]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P013@T2map.h5,[  3   3  10 386 157]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P013@T2map.h5,[  3   1  10 382  94]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P001@T2w.h5,[  9  10 514 201]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P020@T1rho.h5,[  4   3  10 380 137]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P002@cine_lax.h5,[ 12   3  10 414 166]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P010@cine_lax_3ch.h5,[ 12   1  10 450 189]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P005@cine_lax_2ch.h5,[ 12   1  10 384 205]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P061@lge_lax_2ch.h5,[  2   1  10 514 175]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P006@T2smap.h5,[  8   3  10 418 141]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P019@lge_lax_4ch.h5,[  2   1  10 518 175]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P010@cine_sax.h5,[ 12  12  10 450 189]
Cine@TrainingSet@FullSample@Center002@UIH_30T_umr880@P002@cine_lax_3ch.h5,[ 12   1  10 444 212]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P008@cine_sax.h5,[ 12   1  10 384 144]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P043@lge_lax_2ch.h5,[  2   1  10 512 175]
Mapping@TrainingSet@FullSample@Center003@UIH_30T_umr880@P024@T2map.h5,[  3   3  10 386 177]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P058@cine_lax_4ch.h5,[ 12   1  10 448 198]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P011@cine_lax_3ch.h5,[ 12   1  10 448 198]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P022@cine_lax_3ch.h5,[ 12   1  10 446 198]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P008@lge_lax_4ch.h5,[  2   1  10 388 170]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P020@T2w.h5,[  9  10 512 248]
